drug_name,num_prescriber,total_cost
DANTRIUM,11,21536.36
X-VIATE,32,21497.45
STRIANT,4,21446.27
CIPROFLOXACIN ER,10,21399.82
PRIMAXIN,8,21313.07
PRED-G,6,21306.74
LARIN FE,89,21049.39
DROSPIRENONE-ETHINYL ESTRADIOL,31,20988.81
LOPRESSOR,6,20925.68
K EFFERVESCENT,59,20838.47
LOCOID,2,20830.79
GENERESS FE,15,20678.89
LOCOID LIPOCREAM,2,20570.13
COLYTE WITH FLAVOR PACKS,26,20567.73
ACULAR,6,20430.44
NULYTELY WITH FLAVOR PACKS,18,20405.57
PROCTO-PAK,41,20349.39
TOLBUTAMIDE,24,20080.27
FLUCONAZOLE-NACL,28,20009.63
DEXTROSE 5%-0.45% NACL-KCL,38,19686.05
ELESTAT,7,19674.07
EPANED,4,19610.52
DEXTROSE IN LACTATED RINGERS,20,19491.97
ZENCHENT,57,19388.26
EPIDUO,6,19355.97
DELESTROGEN,4,19280.89
DENTAGEL,151,19152.43
MENVEO A-C-Y-W-135-DIP,6,19104.5
NAFCILLIN,2,19020.23
AMINOSYN II,13,18746.18
DIABETA,9,18667.08
RETIN-A MICRO PUMP,2,18617.46
NATAZIA,12,18575.67
PAMIDRONATE DISODIUM,21,18545.1
DORYX,2,18470.52
DEXPAK,7,18464.21
URIN D.S.,62,18447.29
VANDAZOLE,17,18407.56
AMICAR,1,18195
FORTAZ IN ISO-OSMOTIC DEXTROSE,4,18129.21
STREPTOMYCIN SULFATE,6,18043.07
TILIA FE,34,18028.2
BENZACLIN,3,17842.99
SARAFEM,4,17827.56
HEATHER,75,17500.09
CYSTAGON,5,17443.12
PIMTREA,45,17395.79
PONSTEL,1,17243.93
VICOPROFEN,5,17233.79
PAROMOMYCIN SULFATE,3,17026.44
ATROVENT,10,17013.27
ACANYA,3,16970.16
GIAZO,3,16906.83
SUCLEAR,13,16804.75
OMECLAMOX-PAK,1,16728.28
METHADOSE,23,16695.74
MINITRAN,10,16660.7
ALCOHOL SWAB,242,16646.32
KHEDEZLA,2,16636.34
NOVOFINE PLUS,22,16580.05
NAFTIFINE HCL,5,16459.92
CEREBYX,1,16442.35
METOZOLV ODT,1,16408.07
ACULAR LS,7,16349.67
XODOL 7.5-300,1,16339.24
PRENATAL VITAMIN PLUS LOW IRON,105,16328.16
ALMOTRIPTAN MALATE,3,16288.67
RENAL CAPS,34,16278.52
SKLICE,2,16188.89
KLOR-CON-EF,41,16132.91
DESOGESTREL-ETHINYL ESTRADIOL,78,16109.4
PRIMSOL,4,16107.68
MUSTARGEN,2,16023.74
NEOMYCIN-BACITRACIN-POLY-HC,24,15822.97
SFROWASA,1,15798.32
HEPATAMINE,2,15781.06
SPRIX,1,15572.03
VOLTAREN-XR,4,15558.76
PAROEX,94,15548.2
ATRALIN,3,15528.81
SULFATRIM,16,15517.78
ZIANA,2,15503.4
METIPRANOLOL,28,15358.18
ALPRAZOLAM INTENSOL,8,15263.67
VELIVET,51,15195.32
SINEMET 10-100,9,15172.93
RETIN-A MICRO,3,15143.66
FELDENE,5,15116.13
MYORISAN,4,14912.55
MYZILRA,59,14839.28
MEROPENEM-0.9% NACL,5,14564.79
NEOMYCIN-BACITRACIN-POLYMYXIN,27,14524.05
SODIUM PHOSPHATE,5,14453.49
EXTINA,2,14410.4
COLOCORT,10,14384.72
VINORELBINE TARTRATE,6,14379.86
LEVONEST,62,14278.42
ZENCHENT FE,17,14247.39
EMOQUETTE,63,14160.78
ZOVIA 1-50E,46,14118.91
FURADANTIN,1,14098.17
SURE-PREP ALCOHOL PREP PADS,32,14089.97
PERIOGARD,102,14025.18
PEG-3350 WITH FLAVOR PACKS,38,14013.05
PENICILLIN GK-ISO-OSM DEXTROSE,2,13670.24
VANCOMYCIN-D5W,29,13609.54
SODIUM ACETATE,8,12980.6
TEKAMLO,5,12847.98
HECORIA,4,12798.28
SRONYX,59,12723.79
CALCITRENE,1,12614.55
CALAN,4,12534.03
MARLISSA,57,12504.28
LINEZOLID-0.9% NACL,4,12492.82
PROVERA,22,12281.73
CLORPRES,10,12245.57
ANAPROX DS,2,12234.36
TOLAZAMIDE,11,11997.17
RAZADYNE,4,11910.09
MERREM,2,11783.22
ALTAVERA,53,11751.8
PHENYTOIN SODIUM,4,11620
NIKKI,19,11603.18
SURE-JECT INSULIN SYRINGE,29,11583.59
ZEBUTAL,7,11499.37
CORTISPORIN-TC,6,11448.64
PENLAC,3,11415.75
XERESE,1,11302.18
QUASENSE,9,11273.11
OMNIPRED,5,11051.19
POTASSIUM PHOSPHATE,6,11041.28
HALDOL DECANOATE 50,6,11014.48
EPIPEN JR 2-PAK,2,10840.26
VIROPTIC,1,10791.25
DEXAMETHASONE INTENSOL,7,10670.59
K-PHOS NEUTRAL,19,10560.47
GRIS-PEG,3,10481.26
TRIANEX,1,10417.68
BETAMETHASONE ACETATE-SOD PHOS,11,10408.11
NEUT,3,10360.66
CLINDAMYCIN PALMITATE HCL,4,10349.48
SHAROBEL,50,10285.39
CEFTIBUTEN,3,10269.61
XOPENEX CONCENTRATE,2,10241.9
RENO CAPS,37,10226.41
NORETHINDRON-ETHINYL ESTRADIOL,38,10215.35
POLYCIN,35,10044.86
TRELSTAR DEPOT,1,9954.36
URIBEL,4,9809.59
MAVIK,11,9735.73
CISPLATIN,14,9644.52
DERMASORB TA,1,9576.44
CRINONE,5,9572.15
LOMEDIA 24 FE,11,9414.25
OLUX-E,1,9411.48
CARISOPRODOL-ASPIRIN-CODEINE,3,9405.28
LEVULAN,2,9394.2
ALDARA,1,9327.98
VFEND IV,4,9299.63
PROCARDIA,3,9243.09
MINI ULTRA-THIN II,24,9224.33
GENTAMICIN SULFATE IN NS,28,9115.64
ISOPTO CARPINE,8,9090.58
ENSKYCE,59,9086.81
NABI-HB,1,9060.45
METHYLPHENIDATE SR,10,9056.74
MAXIDEX,7,8939.24
UNASYN,6,8841.23
CARISOPRODOL COMPOUND-CODEINE,3,8774.85
EPROSARTAN MESYLATE,8,8640.14
RIFAMATE,1,8599
PREVIDENT 5000 ENAMEL PROTECT,37,8426.09
HYDROMET,14,8393.62
POTASSIUM ACETATE,7,8365.8
ELOCON,6,8342.8
RIFADIN,1,8254.49
LOPROX,1,8212.86
INFUMORPH,1,8166.99
LEVETIRACETAM-NACL,2,8091.38
PENTAM 300,5,8029.15
PHENTOLAMINE MESYLATE,2,8010.48
ALCOHOL PREP SWABS,78,7967.25
IXIARO,2,7956.85
MACROBID,2,7945.39
LOMUSTINE,7,7895.37
CEFAZOLIN,7,7886.31
OXACILLIN,2,7871.14
STIMATE,1,7829.94
SE-NATAL 19,26,7817.94
LACLOTION,23,7729.23
GAVILYTE-H AND BISACODYL,9,7534.87
CORZIDE,4,7520.76
ARANELLE,21,7448.71
QUESTRAN,4,7408.05
CYCLOGYL,6,7380.81
UREA,4,7272.11
ALCOHOL WIPES,44,7256.93
DOXORUBICIN HCL,6,7201.76
SULFAMYLON,5,7182.34
ORTHO TRI-CYCLEN,14,7103.27
CLEOCIN PHOSPHATE,5,7047.55
FLAGYL,1,7010.52
LOPID,3,6984.78
ZITHRANOL,1,6950.72
WYMZYA FE,9,6895.75
VIBATIV,1,6884.31
MICROZIDE,14,6863.08
ZEBETA,3,6814.9
EFFER-K,31,6795.17
METROCREAM,1,6673.38
IBUDONE,5,6609.31
GLYNASE,4,6609.05
UROGESIC-BLUE,4,6525.4
TENORETIC 100,5,6518.21
REA LO 40,4,6497.69
LESSINA,32,6473.7
SELECT-OB + DHA,3,6473.58
RABAVERT,1,6444.03
FLONASE,5,6437.54
SILVADENE,9,6388.43
COLY-MYCIN S,10,6387.35
MYAMBUTOL,8,6363.57
FOSCARNET SODIUM,2,6363.37
PROMETHAZINE-CODEINE,40,6351.98
GILDAGIA,19,6324.04
CEFAZOLIN SODIUM-DEXTROSE,13,6296.57
FLUDARABINE PHOSPHATE,1,6270.58
POTASSIUM CITRATE-CITRIC ACID,5,6199.66
VITAFOL-OB+DHA,5,6154.95
NORETHIN-ETH ESTRA FERROUS FUM,22,6134.68
SYNALGOS-DC,4,6027.41
RAGWITEK,2,6018.72
PERSANTINE,4,6009.44
DOLOPHINE HCL,3,5967.63
AVELOX IV,4,5884.34
IPOL,9,5874.45
BETAGAN,6,5734.92
AMINO ACIDS,6,5674.74
PRECOSE,4,5657.68
MAGNESIUM SULFATE-D5W,3,5637.26
NITROMIST,1,5616.21
AMOX TR-POTASSIUM CLAVULANATE,20,5533.7
DEBLITANE,25,5515.82
OMNIPOD,1,5512
SYNJARDY,1,5486.17
AUTOSHIELD PEN NEEDLE,8,5452.98
XYLOCAINE-MPF,23,5361.9
COLYTE WITH FLAVOR PACKETS,14,5321.93
CLINDAMYCIN PHOSPHATE-D5W,6,5321.46
PREGNYL,2,5289.22
SODIUM SULFACETAMIDE,5,5280.2
LOTRISONE,3,5162.28
LOESTRIN FE,4,5104.74
CITRANATAL 90 DHA,4,4945.3
DEXTROSE 5%-1/2NS-KCL,6,4937.68
PCE,1,4926.74
ZITHROMAX TRI-PAK,1,4913.64
EC-NAPROSYN,3,4864.69
VITAFOL-ONE,3,4840.41
FLEXBUMIN,1,4808.52
ASPIRIN-CAFFEINE-DIHYDROCODEIN,2,4780.26
MEGACE,3,4765.79
REPREXAIN,1,4762.35
IMOVAX RABIES VACCINE,1,4750.35
PIRMELLA,39,4697.93
PRENATE DHA,3,4674.19
MIRCETTE,3,4650.81
QNASL CHILDREN,1,4619.69
NEO-SYNALAR,1,4616.56
DIHYDROCODEIN-ACETAMINOPH-CAFF,1,4592.97
PROPARACAINE HCL,5,4589.07
KURVELO,37,4561.46
ADRUCIL,5,4497.22
HYDROCODONE-CHLORPHENIRAMNE ER,3,4425.08
CONDYLOX,1,4411.16
MITOXANTRONE HCL,1,4397.49
BROMFED DM,1,4385.79
LUVOX CR,1,4352.46
ORTHO MICRONOR,8,4337.65
ORTHO-NOVUM,7,4229.77
PNV-DHA,7,4214.64
K-PHOS NO.2,5,4207.38
POTASSIUM BICARBONATE,27,4203.26
BRIELLYN,12,4149.37
CAZIANT,14,4147.07
TETANUS TOXOID ADSORBED,5,4095.44
DEXTROSE 5%-0.2% NACL,4,4070.81
NAPROSYN,2,4059.05
KETEK,1,4023.94
ACCURETIC,4,3962.69
ROBINUL FORTE,1,3904.87
PHILITH,12,3883.59
AMTURNIDE,2,3880.57
ALPROSTADIL,1,3873.91
CYTRA-K,2,3754.04
DESOGESTR-ETH ESTRAD ETH ESTRA,8,3743.08
ROSADAN,2,3718.4
UMECTA,1,3700.94
CARNITOR SF,2,3660.57
NIZORAL,5,3638.98
SURE-FINE PEN NEEDLES,8,3591.19
USTELL,2,3580.15
DIASTAT,1,3563.93
WERA,13,3538.67
PRIMAQUINE,3,3514.03
CLEOCIN,1,3502.62
WEBCOL,50,3500.79
URELLE,1,3445.05
INFANRIX DTAP,6,3431.89
MAXIPIME,6,3419.61
ROCEPHIN,3,3417.48
VIRT-PN DHA,5,3397.9
RELENZA,3,3386.2
MARGESIC,3,3369.33
LEENA,11,3367.53
ETOPOSIDE,5,3331.67
TERAZOL 7,4,3325.64
DEXTROSE 5%-NS-KCL,4,3253.26
PRODIGY INSULIN SYRINGE,12,3221.49
PRIFTIN,4,3197.31
DESVENLAFAXINE FUMARATE ER,2,3189.7
CAPACET,7,3132.43
PRENATE MINI,2,3124.27
ACYCLOVIR SODIUM,3,3068.34
JENCYCLA,25,3068.13
KABIVEN,1,3030.32
SODIUM THIOSULFATE,1,2954.89
QUESTRAN LIGHT,1,2951.82
1ST TIER UNIFINE PENTIPS PLUS,9,2900.57
ZMAX,1,2899.61
TRICITRATES,5,2883.64
XYLON 10,1,2862.85
ALKERAN,1,2840.58
ULTILET INSULIN SYRINGE,12,2818.1
UTIRA-C,1,2736.69
DIPROLENE,1,2702.49
PARAFON FORTE DSC,1,2694.51
TPN ELECTROLYTES,2,2674.9
VIDEX,1,2634.2
EMLA,2,2586.71
LARIN,10,2578.2
NOVAREL,1,2572.47
ACETASOL HC,2,2561.97
FLUVASTATIN ER,1,2556.45
CEFIXIME,1,2554.36
PROMETHAZINE-DM,27,2500.04
SE-TAN DHA,3,2462.65
ORACIT,7,2446.75
ANTIPYRINE-BENZOCAINE,11,2439.16
KLOR-CON SPRINKLE,5,2418.53
VITAMEDMD ONE RX,2,2417.06
PREDNISONE INTENSOL,1,2342.69
CENTANY AT,1,2317.1
RELNATE DHA,1,2295.84
HYDROCODONE-HOMATROPINE MBR,6,2294.48
POTASSIUM CHLORIDE-NACL,4,2284.04
VITAFOL ULTRA,2,2265.98
HYOSCYAMINE SULFATE ER,3,2263.96
BELVIQ,1,2249.68
TEXACORT,1,2232.7
DIPROLENE AF,1,2213.95
FLUCONAZOLE IN DEXTROSE,2,2202.36
MULTIVITAMIN WITH FLUORIDE,13,2179.09
TRICARE,6,2175.8
TENCON,4,2172.3
TERUMO INSULIN SYRINGE,11,2155.44
HOMATROPAIRE,4,2152.78
TRIPHROCAPS,7,2135.06
GYNAZOLE 1,2,2110.7
MESNEX,1,2104.07
ZATEAN-PN PLUS,3,2101.14
BACTRIM DS,1,2069.99
CURITY ALCOHOL PREPS,41,2067.98
BUPROBAN,5,2062.05
LEVSIN,1,2053.74
ANTABUSE,1,2019.6
OXYCODONE HCL-IBUPROFEN,2,2017.2
MINIPRESS,2,2013.51
PROGESTERONE IN OIL,2,1998.99
CELESTONE,1,1986.25
PNV-SELECT,2,1978.83
JOLESSA,2,1970.34
AYGESTIN,2,1968.61
CEDAX,1,1954.65
NEPHRO-VITE RX,6,1929.41
TROPHAMINE,1,1885.11
OB COMPLETE PETITE,1,1883.7
OB COMPLETE,2,1788.14
CARISOPRODOL-ASPIRIN,1,1781.09
OB COMPLETE ONE,1,1780.63
CLEOCIN T,1,1760.41
ESTROSTEP FE,1,1757.21
CITRANATAL DHA,2,1747.92
PRENATE ELITE,1,1728.01
METRO IV,4,1722.49
MAXITROL,1,1713.9
RECOMBIVAX HB,2,1701.57
HYOSYNE,2,1694.83
TOLAK,1,1688.63
LUDENT FLUORIDE,16,1685.6
BD INSULIN SYRINGE MICRO-FINE,6,1657.46
KENALOG-10,3,1656.6
SAFYRAL,1,1654.54
NEBUPENT,1,1627.58
TOPCARE ULTRA COMFORT,9,1584.48
DERMATOP,1,1582.05
NATELLE ONE,1,1580.83
TICLOPIDINE HCL,2,1543.86
NOR-Q-D,2,1512.34
VOL-NATE,8,1512.34
BUPIVACAINE HCL,5,1512.13
BACIIM,1,1486.23
CLINDAMYCIN PEDIATRIC,1,1454.28
ORTHO-CYCLEN,3,1440.05
DILT-CD,6,1421.88
VITAMEDMD PLUS RX,1,1415.54
PHOSLO,1,1409.76
VOL-CARE RX,5,1406.16
NEPHRON FA,3,1391.56
VYFEMLA,3,1388.17
PRENATE ENHANCE,1,1378.94
NEPHROCAPS,1,1368.48
INSUMED,3,1360.9
VIRT-CAPS,4,1347.22
PRENATE CHEWABLE,1,1339.59
NEXA PLUS,1,1338.49
VIRT-PN PLUS,2,1334.74
PRENATE AM,1,1329.11
FLUORIDE,10,1311.98
DRITHOCREME HP,1,1299.98
FEMCON FE,1,1297.93
DILTZAC ER,4,1261.69
CAMPRAL,1,1253.89
PRENAISSANCE PLUS,2,1202.01
PROCALAMINE,1,1171.97
THINPRO INSULIN SYRINGE,5,1159.37
ANASPAZ,5,1137.74
ROXICET,4,1102.96
REMEVEN,2,1046.53
DIETHYLPROPION HCL ER,1,1040.43
NESTABS DHA,1,1036.39
TARON-C DHA,3,1034.2
VINCRISTINE SULFATE,5,1005.91
DILAUDID-HP,1,1000.33
CLINPRO 5000,7,998.27
HEPARIN SODIUM-D5W,1,975
CLINDESSE,1,960.65
CONCEPT DHA,3,950.59
EPIFOAM,1,944.71
SYMAX-SR,1,936.04
PIMOZIDE,1,924.17
B-D SINGLE USE ALCOHOL SWAB,11,921.35
XYLOCAINE,1,915.29
ELITE-OB,2,892.11
CAMRESE,1,882.11
TOPOSAR,2,880.68
DEXTROSE 5%-0.225% NACL,2,869.66
MAXI-COMFORT,4,864.43
NEPHPLEX RX,3,851.63
BETADINE,3,847.72
LINCOCIN,1,836.94
PREQUE 10,1,824.63
CEFOTAXIME SODIUM,1,817.16
POLYTRIM,1,798.68
AXONA,1,790.79
EXTRA-VIRT PLUS DHA,1,790.7
LEVSIN-SL,1,784.41
FREAMINE III,1,777.06
GLYDO,1,769.22
GUANIDINE HCL,1,768.34
NEO-POLYCIN HC,1,750.55
DEPLIN-ALGAL OIL,1,743.02
ISOPTO ATROPINE,1,738.36
RENA-VITE RX,3,728.97
GILDESS 24 FE,1,702.31
CAREFINE PEN NEEDLE,4,689.84
LOTENSIN HCT,1,670.12
PHENERGAN,1,652.43
TRINATAL RX 1,6,649.71
TETRACAINE HCL,2,646.93
VIRT-PN,1,627.77
BSS,3,618.36
C-NATE DHA,1,613.98
FOLIVANE-OB,2,594.15
SELECT-OB,1,558.77
FOLCAL DHA,1,541.77
FLUORIDEX DAILY DEFENSE,2,535.48
ZATEAN-PN,1,522.52
PHENDIMETRAZINE TARTRATE,1,522.45
TRINATAL GT,4,501.3
MARCAINE,3,498.74
DOPAMINE HCL,1,495.38
PRENATABS FA,2,491.37
KERALYT,1,464.12
HYDROCODONE BT-HOMATROPINE MBR,1,456.57
OSCIMIN SL,1,453.29
HEPARIN SODIUM IN 0.45% NACL,1,432.52
VITAFOL-OB,1,419.94
ULTIMATECARE ONE,1,401.88
CYTARABINE,2,385.58
SALACYN,1,385.55
ROBINUL,1,383.42
RESERPINE,1,369.19
PHENTERMINE HCL,3,365.41
STERILE PADS,3,362.75
MANNITOL,3,358.53
CLOMIPHENE CITRATE,1,306.47
BD INSULIN SYRINGE ULT-FINE II,1,302.87
ESTARYLLA,1,302.04
CHERATUSSIN AC,1,297.71
COMPLETE NATAL DHA,1,291.48
AVELOX ABC PACK,1,283.81
HALDOL,1,282.54
MVC-FLUORIDE,2,278.28
TOPCARE CLICKFINE,1,266.04
SODIUM FLUORIDE,2,246.28
MULTIVITAMINS W-FLUORIDE-IRON,1,231.71
CLEOCIN PHOSPHATE IN D5W,1,230.21
FORTAZ,1,221.34
MULTIVITAMINS WITH FLUORIDE,2,214.73
SORINE,2,202.75
PNV 29-1,1,197.23
FOLBIC,1,180.93
LIDOCAINE HCL-EPINEPHRINE,1,179.62
PRENATA,1,169.24
MULTI-VITAMIN WITH FLUORIDE,1,167.53
DEXTROSE 5%-POTASSIUM CHLORIDE,1,166.11
ACTHIB,1,164.55
GLUCOPRO,1,161.99
STERI-PAD,1,161.03
PRECISION,1,159.11
TRI-ESTARYLLA,1,146.63
FEXOFENADINE HCL,1,126.74
ULTRACOMFORT,1,119.74
GAUZE PADS,1,114.7
FOLIC ACID-VIT B6-VIT B12,1,113.73
DISKETS,1,100.07
VASELINE PETROLEUM,1,98.64
DEXTROSE 5%-0.225% NACL-KCL,1,94.66
O-CAL FA,1,88.72
FERREX 150 FORTE,1,88.64
FE C PLUS,1,77.97
ULTILET ALCOHOL SWAB,3,68.07
INSULIN PEN NEEDLE,1,64.58
VIRT-VITE GT,8,0.32
VIRT NATE,4,0.15
VIRTPREX,1,0.04
